lat,long,noOfHouses,score
17.6216,80.9629,80,0
17.330499,81.491507,80,0.00019064641048555258
17.317557,81.29968709,80,0.0004289544235924933
17.25867444,81.37499574,80,0.0004289544235924933
17.2273739,81.505599,80,0.0011438784629133154
21.2267305,72.8992799,10,0.0006076854334226988
21.22671833333333,72.89920000000001,94,1
21.2267873,72.8993149,99999,0.18216264521894548
28.6182119,77.4240394,100,0.0016681560917485851
